Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Female,Single,46,High school,72728,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,114775,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,124359,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,27,High school,101620,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,87964,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,33,Other/Unknown,69523,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,109486,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,28,Other/Unknown,77206,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,35,High school,53608,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,118677,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,43,High school,116512,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,21,High school,114756,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,65852,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,34,High school,75626,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,127455,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,37,High school,107073,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,32,High school,82196,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,33,High school,106741,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,28,High school,94518,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,114430,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,57165,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,25,Other/Unknown,109610,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,33,Other/Unknown,113619,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,93854,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,129022,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Non-single,23,High school,66804,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,25,High school,62689,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,40,High school,67619,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,46,High school,113495,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,43,High school,48632,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,22,High school,107394,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,39,High school,72385,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,115934,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,93183,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,63506,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,52,High school,113619,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,121399,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,34,High school,78281,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,38,High school,103926,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,39,High school,89097,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,29,Other/Unknown,80852,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,25,High school,65207,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,93495,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,53,High school,121970,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Male,Single,26,Other/Unknown,62027,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,33,High school,88602,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,29,High school,89914,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,83342,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,29,Other/Unknown,103439,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,26,Other/Unknown,115451,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,24,Other/Unknown,68250,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,21,High school,113630,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,125880,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,20,High school,91177,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,35,High school,73266,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,69021,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,40,High school,122593,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,44,High school,122180,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,29,Other/Unknown,75160,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,39,High school,81973,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,35,High school,92194,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,42,High school,107380,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,32,High school,98023,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,48,High school,94868,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,26,Other/Unknown,83442,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,109887,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,42,High school,98876,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,48,High school,94962,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,42,High school,130740,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,94095,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,37,High school,95071,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,33,Other/Unknown,117308,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,33,High school,112093,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,37,High school,123893,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,31,High school,80189,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,124089,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,40,High school,82673,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,28,High school,88858,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,80540,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,84228,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,103963,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,102397,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,43,High school,111563,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,23,Other/Unknown,88260,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,34,High school,114767,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,42,High school,113275,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,33,High school,104755,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,120525,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,96082,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,87227,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,69333,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,87777,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,24,Other/Unknown,70978,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,27,Other/Unknown,104196,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,97551,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,42,High school,78979,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,37,High school,82500,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,86306,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,78762,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,39,High school,125543,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,26,Other/Unknown,70336,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,35,High school,112975,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,38,High school,96681,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,98922,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,26,Other/Unknown,109250,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,108960,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,71302,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,48,High school,107757,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,22,High school,111600,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,102974,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,24,High school,63442,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,118913,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,39,High school,80987,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,21,High school,68790,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,27,Other/Unknown,86462,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,76881,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,37,High school,107409,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,42,High school,69114,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,31,High school,119167,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,31,High school,102018,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,30,Other/Unknown,97680,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,23,Other/Unknown,65062,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,33,Other/Unknown,118144,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,37,High school,124548,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,29,Other/Unknown,85637,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,31,High school,113108,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,39,High school,93554,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,33,High school,42516,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,26,High school,72429,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,110154,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,20,Other/Unknown,60965,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,100618,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,71021,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,94189,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,44742,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,103201,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,62335,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,27,Other/Unknown,103787,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,35,High school,99401,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,27,High school,105197,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,115566,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,125843,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Single,24,Other/Unknown,67936,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,34,High school,120863,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,42,High school,77317,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,38,High school,84653,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,42,High school,81606,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,35,High school,113380,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,100644,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,64037,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,101350,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,126334,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,28,High school,130877,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,21,Other/Unknown,103470,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,32,Other/Unknown,114588,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,21,High school,120682,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,66628,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,124447,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,25,High school,106567,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,31,High school,78758,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,54,High school,128537,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Single,51,High school,101074,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,38,High school,87670,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,45,High school,113414,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,47,High school,123525,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,117744,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
